instruction,answer,text,entity1,entity2,label
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：<e1>Beta blockers</e1> may exacerbate the rebound hypertension which can follow the withdrawal of <e2>clonidine</e2>.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：effect
判断依据：<e1_current>为Beta blockers</e1_current>，<e2_current>为clonidine</e2_current>；文本中与二者相关的描述为""<e1>Beta blockers</e1> may exacerbate the rebound hypertension which can follow the withdrawal of <e...""，符合effect类型的定义。",<e1>Beta blockers</e1> may exacerbate the rebound hypertension which can follow the withdrawal of <e2>clonidine</e2>.,Beta blockers,clonidine,effect
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：Since the therapeutic range of <e1>theophylline</e1> is narrow theophylline serum levels should be monitored closely, and appropriate dosage adjustments of <e2>theophylline</e2> should be made.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：false
判断依据：<e1_current>为theophylline</e1_current>，<e2_current>为theophylline</e2_current>；文本中与二者相关的描述为""Since the therapeutic range of <e1>theophylline</e1> is narrow theophylline serum levels should be m...""，符合false类型的定义。","Since the therapeutic range of <e1>theophylline</e1> is narrow theophylline serum levels should be monitored closely, and appropriate dosage adjustments of <e2>theophylline</e2> should be made.",theophylline,theophylline,false
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：Thus, when <e1_current>NSAIDs</e1_current> and <e2_current>lithium</e2_current> are administered concurrently, subjects should be observed carefully for signs of <e2_current>lithium</e2_current> toxicity.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：false
判断依据：<e1_current>为NSAIDs</e1_current>，<e2_current>为lithium</e2_current>；文本中与二者相关的描述为""Thus, when <e1_current>NSAIDs</e1_current> and <e2_current>lithium</e2_current> are administered con...""，符合false类型的定义。","Thus, when <e1_current>NSAIDs</e1_current> and <e2_current>lithium</e2_current> are administered concurrently, subjects should be observed carefully for signs of <e2_current>lithium</e2_current> toxicity.",NSAIDs,lithium,false
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：<e1>Indinavir</e1> and <e2>didanosine</e2> formulations containing buffer should be administered at least one hour apart on an empty stomach.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：advise
判断依据：<e1_current>为Indinavir</e1_current>，<e2_current>为didanosine</e2_current>；文本中与二者相关的描述为""<e1>Indinavir</e1> and <e2>didanosine</e2> formulations containing buffer should be administered at ...""，符合advise类型的定义。",<e1>Indinavir</e1> and <e2>didanosine</e2> formulations containing buffer should be administered at least one hour apart on an empty stomach.,Indinavir,didanosine,advise
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：<e1>Prednisolone</e1>: <e2>Ethinyl estradiol</e2> may inhibit the metabolism of prednisolone, leading to increased plasma concentrations.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：false
判断依据：<e1_current>为Prednisolone</e1_current>，<e2_current>为Ethinyl estradiol</e2_current>；文本中与二者相关的描述为""<e1>Prednisolone</e1>: <e2>Ethinyl estradiol</e2> may inhibit the metabolism of prednisolone, leadin...""，符合false类型的定义。","<e1>Prednisolone</e1>: <e2>Ethinyl estradiol</e2> may inhibit the metabolism of prednisolone, leading to increased plasma concentrations.",Prednisolone,Ethinyl estradiol,false
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：Co-administration of nelfinavir at steady-state with a single dose of <e1>azithromycin</e1> (2 x 600 mg tablets) results in increased <e2>azithromycin</e2> serum concentrations.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：false
判断依据：<e1_current>为azithromycin</e1_current>，<e2_current>为azithromycin</e2_current>；文本中与二者相关的描述为""Co-administration of nelfinavir at steady-state with a single dose of <e1>azithromycin</e1> (2 x 600...""，符合false类型的定义。",Co-administration of nelfinavir at steady-state with a single dose of <e1>azithromycin</e1> (2 x 600 mg tablets) results in increased <e2>azithromycin</e2> serum concentrations.,azithromycin,azithromycin,false
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：[其他药物]: Clinical studies, as well as post-marketing observations, have shown that <e1_current>NSAIDs</e1_current> can reduce the natriuretic effect of furosemide and <e2_current>thiazides</e2_current> in some patients.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：effect
判断依据：<e1_current>为NSAIDs</e1_current>，<e2_current>为thiazides</e2_current>；文本中与二者相关的描述为""[其他药物]: Clinical studies, as well as post-marketing observations, have shown that <e1_current>NSAIDs...""，符合effect类型的定义。","[其他药物]: Clinical studies, as well as post-marketing observations, have shown that <e1_current>NSAIDs</e1_current> can reduce the natriuretic effect of furosemide and <e2_current>thiazides</e2_current> in some patients.",NSAIDs,thiazides,effect
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：May interact with addictive medications, especially central nervous system (CNS) depressants with habituating potential (prolonged concurrent use may increase the risk of habituation), <e1>alcohol</e1> or CNS depression producing medications (concurrent use may increase the CNS depressant effects of either these medications or <e2>ethinamate</e2>).
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：false
判断依据：<e1_current>为alcohol</e1_current>，<e2_current>为ethinamate</e2_current>；文本中与二者相关的描述为""May interact with addictive medications, especially central nervous system (CNS) depressants with ha...""，符合false类型的定义。","May interact with addictive medications, especially central nervous system (CNS) depressants with habituating potential (prolonged concurrent use may increase the risk of habituation), <e1>alcohol</e1> or CNS depression producing medications (concurrent use may increase the CNS depressant effects of either these medications or <e2>ethinamate</e2>).",alcohol,ethinamate,false
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：Interaction of <e1>GABITRIL</e1> with Highly Protein Bound Drugs: In vitro data showed that <e2>tiagabine</e2> is 96% bound to human plasma protein and therefore has the potential to interact with other highly protein bound compounds.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：false
判断依据：<e1_current>为GABITRIL</e1_current>，<e2_current>为tiagabine</e2_current>；文本中与二者相关的描述为""Interaction of <e1>GABITRIL</e1> with Highly Protein Bound Drugs: In vitro data showed that <e2>tiag...""，符合false类型的定义。",Interaction of <e1>GABITRIL</e1> with Highly Protein Bound Drugs: In vitro data showed that <e2>tiagabine</e2> is 96% bound to human plasma protein and therefore has the potential to interact with other highly protein bound compounds.,GABITRIL,tiagabine,false
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：<e1_current>Thiazide Diuretics</e1_current>: The reports that the concomitant use of [其他药物] and <e2_current>thiazide diuretics</e2_current> may contribute to the enhancement of [其他药物] toxicity in some patients have been reviewed in an attempt to establish a cause-and-effect relationship and a mechanism of causation.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：false
判断依据：<e1_current>为Thiazide Diuretics</e1_current>，<e2_current>为thiazide diuretics</e2_current>；文本中与二者相关的描述为""<e1_current>Thiazide Diuretics</e1_current>: The reports that the concomitant use of [其他药物] and <e2_...""，符合false类型的定义。",<e1_current>Thiazide Diuretics</e1_current>: The reports that the concomitant use of [其他药物] and <e2_current>thiazide diuretics</e2_current> may contribute to the enhancement of [其他药物] toxicity in some patients have been reviewed in an attempt to establish a cause-and-effect relationship and a mechanism of causation.,Thiazide Diuretics,thiazide diuretics,false
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：<e1_current>Heparin Sodium</e1_current> Injection should not be mixed with <e2_current>doxorubicin</e2_current>, droperidol, ciprofloxacin, or mitoxantrone, since it has been reported that these drugs are incompatible with heparin and a precipitate may form.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：false
判断依据：<e1_current>为Heparin Sodium</e1_current>，<e2_current>为doxorubicin</e2_current>；文本中与二者相关的描述为""<e1_current>Heparin Sodium</e1_current> Injection should not be mixed with <e2_current>doxorubicin</...""，符合false类型的定义。","<e1_current>Heparin Sodium</e1_current> Injection should not be mixed with <e2_current>doxorubicin</e2_current>, droperidol, ciprofloxacin, or mitoxantrone, since it has been reported that these drugs are incompatible with heparin and a precipitate may form.",Heparin Sodium,doxorubicin,false
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：[其他药物] and [其他药物] <e1_current>Ribavirin</e1_current> can antagonize the in vitro antiviral activity of stavudine and <e2_current>zidovudine</e2_current> against HIV.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：effect
判断依据：<e1_current>为Ribavirin</e1_current>，<e2_current>为zidovudine</e2_current>；文本中与二者相关的描述为""[其他药物] and [其他药物] <e1_current>Ribavirin</e1_current> can antagonize the in vitro antiviral activity ...""，符合effect类型的定义。",[其他药物] and [其他药物] <e1_current>Ribavirin</e1_current> can antagonize the in vitro antiviral activity of stavudine and <e2_current>zidovudine</e2_current> against HIV.,Ribavirin,zidovudine,effect
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：- a <e1_current>diuretic</e1_current> (water pill) such as [其他药物] (HCTZ, <e2_current>Hydrodiuril</e2_current>), chlorothiazide (Diuril), and others;
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：false
判断依据：<e1_current>为diuretic</e1_current>，<e2_current>为Hydrodiuril</e2_current>；文本中与二者相关的描述为""- a <e1_current>diuretic</e1_current> (water pill) such as [其他药物] (HCTZ, <e2_current>Hydrodiuril</e2...""，符合false类型的定义。","- a <e1_current>diuretic</e1_current> (water pill) such as [其他药物] (HCTZ, <e2_current>Hydrodiuril</e2_current>), chlorothiazide (Diuril), and others;",diuretic,Hydrodiuril,false
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：[其他药物]: <e1_current>Diclofenac</e1_current> decreases <e2_current>lithium</e2_current> renal clearance and increases <e2_current>lithium</e2_current> plasma levels.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：mechanism
判断依据：<e1_current>为Diclofenac</e1_current>，<e2_current>为lithium</e2_current>；文本中与二者相关的描述为""[其他药物]: <e1_current>Diclofenac</e1_current> decreases <e2_current>lithium</e2_current> renal clearan...""，符合mechanism类型的定义。",[其他药物]: <e1_current>Diclofenac</e1_current> decreases <e2_current>lithium</e2_current> renal clearance and increases <e2_current>lithium</e2_current> plasma levels.,Diclofenac,lithium,mechanism
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：Flucytosine: while a synergistic relationship with <e1>amphotericin B</e1> has been reported, concomitant use may increase the toxicity of <e2>flucytosine</e2> by possibly increasing its cellular uptake and/or impairing its renal excretion.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：effect
判断依据：<e1_current>为amphotericin B</e1_current>，<e2_current>为flucytosine</e2_current>；文本中与二者相关的描述为""Flucytosine: while a synergistic relationship with <e1>amphotericin B</e1> has been reported, concom...""，符合effect类型的定义。","Flucytosine: while a synergistic relationship with <e1>amphotericin B</e1> has been reported, concomitant use may increase the toxicity of <e2>flucytosine</e2> by possibly increasing its cellular uptake and/or impairing its renal excretion.",amphotericin B,flucytosine,effect
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：[其他药物] Anesthesia: Severe hypotension has been reported during <e1_current>fentanyl</e1_current> anesthesia with concomitant use of a beta blocker and a <e2_current>calcium channel blocker</e2_current>.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：effect
判断依据：<e1_current>为fentanyl</e1_current>，<e2_current>为calcium channel blocker</e2_current>；文本中与二者相关的描述为""[其他药物] Anesthesia: Severe hypotension has been reported during <e1_current>fentanyl</e1_current> ane...""，符合effect类型的定义。",[其他药物] Anesthesia: Severe hypotension has been reported during <e1_current>fentanyl</e1_current> anesthesia with concomitant use of a beta blocker and a <e2_current>calcium channel blocker</e2_current>.,fentanyl,calcium channel blocker,effect
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：Other Potentially Important Drug Interactions: <e1_current>Benzodiazepines</e1_current>: <e1_current>Benzodiazepines</e1_current> metabolized by hepatic oxidation (e.g., alprazolam, midazolam, triazolam elc.) should be used with caution because the clearance of these drugs is likely to be reduced by <e2_current>fluvoxamine</e2_current>.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：mechanism
判断依据：<e1_current>为Benzodiazepines</e1_current>，<e2_current>为fluvoxamine</e2_current>；文本中与二者相关的描述为""Other Potentially Important Drug Interactions: <e1_current>Benzodiazepines</e1_current>: <e1_current...""，符合mechanism类型的定义。","Other Potentially Important Drug Interactions: <e1_current>Benzodiazepines</e1_current>: <e1_current>Benzodiazepines</e1_current> metabolized by hepatic oxidation (e.g., alprazolam, midazolam, triazolam elc.) should be used with caution because the clearance of these drugs is likely to be reduced by <e2_current>fluvoxamine</e2_current>.",Benzodiazepines,fluvoxamine,mechanism
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：<e1>Anastrozole</e1> did not alter the pharmacokinetics of <e2>antipyrine</e2>.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：false
判断依据：<e1_current>为Anastrozole</e1_current>，<e2_current>为antipyrine</e2_current>；文本中与二者相关的描述为""<e1>Anastrozole</e1> did not alter the pharmacokinetics of <e2>antipyrine</e2>.""，符合false类型的定义。",<e1>Anastrozole</e1> did not alter the pharmacokinetics of <e2>antipyrine</e2>.,Anastrozole,antipyrine,false
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：If <e1_current>chlorprothixene</e1_current> is given concomitantly with <e2_current>opioids</e2_current>, the opioid dose should be reduced (by approx. 50%), because <e1_current>chlorprothixene</e1_current> amplifies the therapeutic actions and side-effects of <e2_current>opioids</e2_current> massively.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：advise
判断依据：<e1_current>为chlorprothixene</e1_current>，<e2_current>为opioids</e2_current>；文本中与二者相关的描述为""If <e1_current>chlorprothixene</e1_current> is given concomitantly with <e2_current>opioids</e2_curr...""，符合advise类型的定义。","If <e1_current>chlorprothixene</e1_current> is given concomitantly with <e2_current>opioids</e2_current>, the opioid dose should be reduced (by approx. 50%), because <e1_current>chlorprothixene</e1_current> amplifies the therapeutic actions and side-effects of <e2_current>opioids</e2_current> massively.",chlorprothixene,opioids,advise
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：Therefore, the potential exists for a drug interaction between <e1>WELLBUTRIN</e1> and drugs that affect the CYP2B6 isoenzyme (e.g., <e2>orphenadrine</e2> and cyclophosphamide).
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：int
判断依据：<e1_current>为WELLBUTRIN</e1_current>，<e2_current>为orphenadrine</e2_current>；文本中与二者相关的描述为""Therefore, the potential exists for a drug interaction between <e1>WELLBUTRIN</e1> and drugs that af...""，符合int类型的定义。","Therefore, the potential exists for a drug interaction between <e1>WELLBUTRIN</e1> and drugs that affect the CYP2B6 isoenzyme (e.g., <e2>orphenadrine</e2> and cyclophosphamide).",WELLBUTRIN,orphenadrine,int
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：<e1>Valproic Acid</e1>: The mean steady-state trough serum <e2>valproic acid</e2> concentrations prior to and during concomitant gabapentin administration (400 mg TID;
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：false
判断依据：<e1_current>为Valproic Acid</e1_current>，<e2_current>为valproic acid</e2_current>；文本中与二者相关的描述为""<e1>Valproic Acid</e1>: The mean steady-state trough serum <e2>valproic acid</e2> concentrations pri...""，符合false类型的定义。",<e1>Valproic Acid</e1>: The mean steady-state trough serum <e2>valproic acid</e2> concentrations prior to and during concomitant gabapentin administration (400 mg TID;,Valproic Acid,valproic acid,false
